org_study_id,nct_id,brief_title,official_title,overall_status,start_date,completion_date.text,completion_date..attrs,completion_date_type,lead_sponsor/agency,overall_official.last_name,overall_official.role,overall_official.affiliation,phase,study_type,enrollment.text,enrollment..attrs,primary_condition,primary_outcome,eligibility.gender,eligibility.minimum_age,eligibility.maximum_age,eligibility.healthy_volunteers,sponsors.lead_sponsor.agency,sponsors.lead_sponsor.agency_class,date_disclaimer,completion_date,overall_official.last_name.1,overall_official.role.1,overall_official.affiliation.1,enrollment,primary_outcome.measure,primary_outcome.measure.1,sponsors.collaborator.agency,sponsors.collaborator.agency_class,sponsors.collaborator.agency.1,sponsors.collaborator.agency_class.1,name,primary_outcome.time_frame,primary_outcome.time_frame.1,primary_outcome.measure.2,sponsors.collaborator.agency.2,sponsors.collaborator.agency_class.2,primary_outcome.measure.3,primary_outcome.measure.4,primary_outcome.measure.5,sponsors.collaborator.agency.3,sponsors.collaborator.agency_class.3,sponsors.collaborator.agency.4,sponsors.collaborator.agency_class.4,primary_outcome.description,overall_official.last_name.2,overall_official.role.2,overall_official.affiliation.2,overall_official.last_name.3,overall_official.role.3,overall_official.affiliation.3,primary_outcome.measure.6,primary_outcome.measure.7,measure,eligibility.sampling_method,eligibility.textblock.1,overall_official.last_name.4,overall_official.role.4,overall_official.affiliation.4,primary_outcome.description.1,primary_outcome.time_frame.2,primary_outcome.description.2,primary_outcome.time_frame.3,primary_outcome.description.3,start_date.text,start_date..attrs,primary_outcome.time_frame.4,primary_outcome.description.4,primary_outcome.time_frame.5,primary_outcome.description.5,primary_outcome.time_frame.6,primary_outcome.description.6,primary_outcome.time_frame.7,primary_outcome.description.7,primary_outcome.measure.8,primary_outcome.time_frame.8,primary_outcome.description.8,primary_outcome.measure.9,primary_outcome.time_frame.9,primary_outcome.description.9,primary_outcome.measure.10,primary_outcome.time_frame.10,primary_outcome.description.10,primary_outcome.measure.11,primary_outcome.time_frame.11,primary_outcome.description.11,sponsors.collaborator.agency.5,sponsors.collaborator.agency_class.5,sponsors.collaborator.agency.6,sponsors.collaborator.agency_class.6,overall_official.last_name.5,overall_official.role.5,overall_official.affiliation.5,overall_official.last_name.6,overall_official.role.6,overall_official.affiliation.6,overall_official.last_name.7,overall_official.role.7,overall_official.affiliation.7,overall_official.last_name.8,overall_official.role.8,overall_official.affiliation.8,sponsors.collaborator.agency.7,sponsors.collaborator.agency_class.7,sponsors.collaborator.agency.8,sponsors.collaborator.agency_class.8,sponsors.collaborator.agency.9,sponsors.collaborator.agency_class.9,sponsors.collaborator.agency.10,sponsors.collaborator.agency_class.10,sponsors.collaborator.agency.11,sponsors.collaborator.agency_class.11,address.city,primary_outcome.measure.12,primary_outcome.time_frame.12,eligibility.gender_based,eligibility.gender_description,overall_official.last_name.9,overall_official.role.9,overall_official.affiliation.9
iNO RCT,NCT01255215,Inhaled Nitric Oxide for the Adjunctive Therapy of Severe Malaria: a Randomized Controlled Trial,Inhaled Nitric Oxide for the Adjunctive Therapy of Severe Malaria: a Randomized Controlled Trial,Completed,July 2011,January 2014,Actual,Actual,"University Health Network, Toronto","Michael Hawkes, MD",Study Director,University of Toronto,Phase 1/Phase 2,Interventional,180,Actual,Severe Malaria,NA,All,1 Year,10 Years,No,"University Health Network, Toronto",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Change in serum angiopoietin-2 level,NA,Makerere University,Other,University of Toronto,Other,Jinja Regional Referral Hospital,Admission through 72 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daily Ang-2 measurements over the first 72 hours of hospital admission will be the primary efficacy outcome. Elevated Ang-2 levels are associated with poor clinical outcome in severe malaria and Ang-2 has been used to follow disease progression and recovery in previous studies of malaria. Thus, Ang-2 is an objective, quantitative surrogate marker of disease severity, validated for longitudinal follow-up of patients with malaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ART004,NCT01258049,Superiority of ArTiMist Versus Quinine in Children With Severe Malaria,"A Phase III, Randomised, Open Labelled, Active Controlled, Multi Centre, Superiority Trial of ArTiMist™ Versus Intravenous Quinine in Children With Severe or Complicated Falciparum Malaria, or Uncomplicated Falciparum Malaria With Gastrointestinal Complications.",Completed,December 2010,September 2012,Actual,Actual,Proto Pharma Ltd,"Daryl Bendel, MBChB MFPM",Study Chair,Xidea Solutions Limited,Phase 3,Interventional,151,Actual,Plasmodium Falciparum Malaria,NA,All,N/A,N/A,No,Proto Pharma Ltd,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Parasitological Success (MITT),Parasitological Success (PP),NA,NA,NA,NA,NA,24 hours after start of treatment,24 hours after start of treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parasitological success defined as a reduction in parasite count of ≥ 90% of baseline at 24 hours after the first dose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parasitological success defined as a reduction in parasite count of ≥ 90% of baseline at 24 hours after the first dose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006/177,NCT00329134,Investigation of the Efficacy of Quinine Sulphate Administered Via Taste-Masked Pellets to Children With Falciparum Malaria,Investigation of the Efficacy of Quinine Sulphate Administered Via Taste-Masked Pellets to Children With Falciparum Malaria,Completed,July 2006,May 2007,Actual,Actual,University Ghent,"Luc Van Bortel, MD, PhD",Principal Investigator,"University Hospital, Ghent",Phase 2,Interventional,56,Anticipated,Malaria,NA,All,6 Months,59 Months,No,University Ghent,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,"Clocktime when child has had no fever for minimal 48h (< 37,5°C)",Parasitemy,NA,NA,NA,NA,Centre Hospitalier De Butare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP-C-003-05,NCT00331136,Pyronaridine and Artesunate (3:1) in Children With Acute Uncomplicated Plasmodium Falciparum Malaria,"An Open-Label, Phase II, Dose-Escalation Clinical Study to Assess the Pharmacokinetics, Safety, Tolerability and Pharmacodynamics of Fixed Dose Combination of Pyronaridine and Artesunate (3:1) In Children With Acute Uncomplicated Plasmodium Falciparum Malaria",Completed,June 2006,December 2006,Actual,Actual,Medicines for Malaria Venture,"Michael Ramharter, MD",Principal Investigator,"Albert Schweitzer Hospital, Lambaréné, Gabon",Phase 2,Interventional,45,Actual,Uncomplicated Plasmodium Falciparum Malaria,NA,All,2 Years,14 Years,No,Medicines for Malaria Venture,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,To determine the PK of once daily dosing for 3 days of 3 dose levels of pyronaridine artesunate in children weighing between 10 and 40 kg,To determine the safety and tolerability of 3 dose levels of the fixed tablet formulation of pyronaridine:artesunate (3:1).,Shin Poong Pharmaceuticals,Industry,"Institute of Tropical Medicine, University of Tuebingen",Other,"Medical Research Unit, Albert Schweitzer Hospital",Day 42,42 Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACT10004,NCT00739206,Study of SAR97276A in the Treatment of Uncomplicated and Severe Malaria in Adults and Children.,"A Multicenter, Open Label, Efficacy and Safety Study of Parenteral SAR97276A in the Treatment of Symptomatic Uncomplicated and Severe Malaria in Adults and Children",Terminated,August 2008,June 2009,Actual,Actual,Sanofi,ICD CSD,Study Director,Sanofi,Phase 2,Interventional,113,Actual,Malaria,NA,All,6 Months,65 Years,No,Sanofi,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,"Combination of fever clearance, general condition improvement at 48h parasite reduction at 72h and no need for rescue therapy at 72h",NA,NA,NA,NA,NA,NA,3 initial days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0661186,NCT00844207,A Phase 1 Study To Estimate The Relative Bioavailability Of Fixed Combination Tablets Of Azithromycin And Chloroquine Compared To Co-Administered Individual Tablets Of Azithromycin And Chloroquine,"A Phase 1, Open Label, Randomized, Single Dose, Parallel Group Study To Estimate The Relative Bioavailability Of Fixed Combination Tablets Of Azithromycin And Chloroquine Compared To Co-Administered Individual Tablets Of Azithromycin And Chloroquine In Healthy Adult Subjects",Completed,February 2009,April 2009,Actual,Actual,Pfizer,Pfizer CT.gov Call Center,Study Director,Pfizer,Phase 1,Interventional,40,Actual,Malaria,NA,All,18 Years,55 Years,Accepts Healthy Volunteers,Pfizer,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,AUClast and Cmax of azithromycin and chloroquine for each treatment.,NA,NA,NA,NA,NA,Pfizer Investigational Site,up to 96 hours post dose on Day 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VAC042,NCT01450293,AdCh63 ME-TRAP and MVA ME-TRAP Malaria Vaccines Evaluation in Healthy Children in a Malaria Endemic Area,Safety and Immunogenicity of Heterologous Prime-boost Vaccination With the Candidate Malaria Vaccines AdCh63 ME-TRAP and MVA ME-TRAP in Healthy Infants in a Malaria- Endemic Area,Completed,October 2011,March 2013,Actual,Actual,University of Oxford,Kalifa Bojang,Principal Investigator,"Medical Research Council PO Box 273, Banjul The Gambia",Phase 1,Interventional,72,Actual,Malaria,NA,All,10 Weeks,12 Months,Accepts Healthy Volunteers,University of Oxford,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Safety of heterologous prime-boost vaccination with AdCh63 ME-TRAP followed eight weeks later by MVA ME-TRAP,NA,European and Developing Countries Clinical Trials Partnership (EDCTP),Other,NA,NA,Medical Research Council Laboratories,"Participants will be followed for the duration of the study, an expected average of 16 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To assess the safety of heterologous prime-boost vaccination of healthy infants in a malaria-endemic area with AdCh63 ME-TRAP followed eight weeks later by MVA ME-TRAP by recording local and systemic solicited and unsolicited adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WT-Clarke-Sen2011,NCT01454752,"Intermittent Parasite Clearance (IPC) in Schools: Impact on Malaria, Anaemia and Cognition","Intermittent Parasite Clearance (IPC) in Schools: a Randomised Double-blind Placebo-controlled Trial of the Impact of IPC on Malaria, Anaemia and Cognition Amongst School Children in Kedougou, Senegal",Completed,November 2011,February 2012,Actual,Actual,London School of Hygiene and Tropical Medicine,"Sian E Clarke, PhD",Principal Investigator,"London School of Hygiene and Tropical Medicine, UK",N/A,Interventional,860,Actual,Malaria; Anaemia,NA,All,7 Years,14 Years,Accepts Healthy Volunteers,London School of Hygiene and Tropical Medicine,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Prevalence of malaria parasitaemia,Prevalence of anaemia (Haemoglobin<11 g/dL),"Division Controle Medicale Scolaire, Ministry of Education, Senegal",Other,"Ministry of Health, Senegal",Other,Institut de Recherche pour le Developpement,8 weeks after treatment (February 2012),8 weeks after treatment (February 2012),NA,"Institut National d'Etude et d'Action pour le Developpement de l'Education, Senegal",Other,NA,NA,NA,"Cheikh Anta Diop University, Senegal",Other,"Institut de Recherche pour le Developpement, Senegal",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard University,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTc TACT,NCT01292707,A Cluster-randomised Trial of Interventions to Improve Antimalarial Prescribing With Malaria Tests,A Cluster-randomised Trial of Health Worker and Community Interventions to Improve Adherence to National Guidelines for the Use of ACTs in Tanzania,Completed,February 2011,April 2012,Actual,Actual,London School of Hygiene and Tropical Medicine,"Hugh Reyburn, MD",Principal Investigator,London School of Hygiene and Tropical Medicine,N/A,Interventional,1152,Actual,Malaria,NA,All,N/A,N/A,No,London School of Hygiene and Tropical Medicine,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,The proportion of patients with a non-severe non-malarial illness prescribed a recommended antimalarial drug in a new consultation.,NA,"Kilimanjaro Christian Medical Centre, Tanzania",Other,"Ministry of Health, Tanzania",Other,Joint Malaria Programme,1year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The proportion of patients with a non-severe non-malarial illness prescribed a recommended antimalarial drug in a new consultation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113681,NCT01345240,Study to Evaluate Immunogenicity of the Hepatitis B Antigen of the GSK Biologicals' Candidate Malaria Vaccine (257049),Immunogenicity of the Hepatitis B Antigen of the GSK Biologicals' Candidate Malaria Vaccine (257049),Completed,November 2011,February 2017,Actual,Actual,GlaxoSmithKline,GSK Clinical Trials,Study Director,GlaxoSmithKline,Phase 3,Interventional,705,Actual,Malaria,NA,All,8 Weeks,12 Weeks,Accepts Healthy Volunteers,GlaxoSmithKline,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Anti-Hepatitis B (HBs) Antibody Concentrations,Anti-Hepatitis B (HBs) Antibody Concentrations.,NA,NA,NA,NA,NA,"At Month 3, aka at one month post Dose 3 of RTS,S vaccine or Engerix-B™","At Month 3, aka at one month post Dose 3 of RTS,S vaccine or Engerix-B™",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concentrations, by enzyme-linked immunosorbent assay (ELISA), were presented as geometric mean concentrations (GMCs), and expressed in milli-international units per milliliter (mIU/mL). The assay cut-off was the seropositivity cut-off value of greater than or equal to (>=) 10 mIU/mL. A decrease in the specificity of the anti-HBs ELISA assay had been observed in some studies for low levels of antibody (10-100 mIU/mL). The table shows updated results following partial or complete retesting/reanalysis, with study groups pooled by primary vaccine administered (RTS,S vs Engerix-B™).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concentrations, by enzyme-linked immunosorbent assay (ELISA), were presented as geometric mean concentrations (GMCs), and expressed in milli-international units per milliliter (mIU/mL). The assay cut-off was the seropositivity cut-off value of greater than or equal to (>=) 10 mIU/mL. A decrease in the specificity of the anti-HBs ELISA assay had been observed in some studies for low levels of antibody (10-100 mIU/mL). The table shows updated results following partial or complete retesting/reanalysis, with study groups pooled by RTS,S or Engerix-B™ vaccination regimen received.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC-NCID-4701,NCT00336388,Use of Rapid Diagnostic Tests for Malaria Case Management in Kenya,"Introduction of Malaria Rapid Diagnostic Tests, Artemisinin-based Combination Therapy, and Malaria Case Management Guidelines at Health Facilities in Kenya: A Cluster Randomized Trial to Evaluate Adherence and Acceptance by Health Care Workers, Impact on Antimalarial Prescription Practices, and Patient Perceptions",Completed,July 2006,September 2006,Actual,Actual,Centers for Disease Control and Prevention,"Mary Hamel, MD",Principal Investigator,Centers for Disease Control and Prevention,N/A,Interventional,NA,NA,Malaria,Sensitivity and specificity of malaria diagnosis 6 weeks after the introduction of malaria rapid diagnostic tests,All,5 Years,N/A,No,Centers for Disease Control and Prevention,U.S. Fed,"ClinicalTrials.gov processed this data on July 26, 2017",NA,"Alexandre Macedo De Oliveira, MD",Principal Investigator,Centers for Disease Control and Prevention,3600,NA,NA,Kenya Medical Research Institute,Other,Kenya Division of Malaria Control,Other,Bondo and Kericho District Health Facilities,NA,NA,NA,KEMRI-Wellcome Trust Collaborative Research Program,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAN.5.2.SAF,NCT00347113,"Schistosome and Intestinal Worm Infections and Malaria Morbidity Among School and Pre-school Children in, Tanzania","The Effect of Schistosome and Soil-transmitted Helminth Infections on Malaria,Infection, Morbidity and Antibody Response Among School and Pre-school Children in Mwanza, Tanzania",Completed,July 2006,January 2011,Actual,Actual,DBL -Institute for Health Research and Development,"Safari M Kinung'hi, Msc",Principal Investigator,"National Insitute for Medical Research, Mwanza, Tanzania",N/A,Interventional,620,Anticipated,Anaemia; Malaria; Hepatosplenomegaly,NA,All,5 Years,15 Years,No,DBL -Institute for Health Research and Development,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,incidence of malaria cases,Spleen and liver size,NA,NA,NA,NA,Mwanza Medical Research Centre,NA,NA,Hæmoglobin,NA,NA,P. falciparum specific antibodies (IgG3),Prevalence and intensity of schistosome anfd intestinal helminth infections,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEACAT 2_4_2,NCT00869700,Pharmacokinetic Interaction Between the Antimalarial Combination Artemether/Lumefantrine and Combination Antiretroviral Therapy Including Lopinavir/Ritonavir in HIV-infected Adults,Pharmacokinetic Interaction Between the Antimalarial Combination Artemether/Lumefantrine and Combination Antiretroviral Therapy Including Lopinavir/Ritonavir in HIV-infected Adults,Completed,June 2009,February 2010,Actual,Actual,University of Cape Town,"Karen I Barnes, MBChB MMed(clin pharm)",Principal Investigator,University of Cape Town,Phase 4,Interventional,18,Actual,HIV Infections; Malaria,NA,All,18 Years,N/A,Accepts Healthy Volunteers,University of Cape Town,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Lumefantrine concentration,NA,London School of Hygiene and Tropical Medicine,Other,NA,NA,"Groote Schuur Hospital, Ward J51, Old Main Building",day 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lumefantrine concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004/GD/70,NCT00873938,Compliance to Artesunate-Amodiaquine Therapy for Uncomplicated Malaria in Rural Ghana,NA,Completed,October 2005,September 2006,Actual,Actual,"Kintampo Health Research Centre, Ghana","Seth Owusu-Agyei, PhD",Principal Investigator,"Kintampo Health Research Centre, Ghana",N/A,Observational,411,Actual,Malaria,NA,All,10 Years,N/A,No,"Kintampo Health Research Centre, Ghana",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,"Kwaku P Asante, MD, MPH",Principal Investigator,"Kintampo Health Research Centre, Ghana",NA,The main outcome is compliance to artesunate-amodiaquine combination therapy,NA,London School of Hygiene and Tropical Medicine,Other,NA,NA,Kintampo Health Research Centre,Within first three days after diagnosis of malaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Probability Sample,"
        Inclusion criteria:

          -  Male and female patients aged above ten years reporting at the Kintampo district
             hospital.

          -  Diagnosed as having Plasmodium falciparum uncomplicated malaria.

          -  Axillary temperature ≥37.5oC but less than 40 oC or history of fever in preceding 24
             hr.

          -  Ability to tolerate oral therapy.

          -  Patient who live and can be located in the Kintampo District.

          -  Consent of patient and/or care giver (in the case of children)

        Exclusion criteria:

          -  Pregnant women.

          -  Children ten years and below (to be catered for in the child antimalarial efficacy
             studies mentioned above).
      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP012,NCT01464138,Evaluation of Fosmidomycin and Clindamycin in the Treatment of Acute Uncomplicated P.Falciparum Malaria in Children,Evaluation of Fosmidomycin and Clindamycin in the Treatment of Acute Uncomplicated Plasmodium Falciparum Malaria in Children,Completed,September 2010,September 2011,Actual,Actual,Jomaa Pharma GmbH,"Quique Bassat, PhD",Principal Investigator,"CRESIB, Barcelona",Phase 2,Interventional,52,Actual,Malaria,NA,All,6 Months,3 Years,No,Jomaa Pharma GmbH,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Day 28 cure rate >95%,NA,Fundacio Clinic,Other,Hospital Clinic of Barcelona,Other,Centro de Investigacao em Saude da Manhica,28 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CKAE609X2201,NCT01524341,"Efficacy, Safety, Tolerability and Pharmacokinetics of KAE609 in Adult Patients With Acute, Uncomplicated Plasmodium Falciparum or Vivax Malaria Mono-infection","A Proof-of-concept, Open Label, 3-day Repeated Dose Study to Assess Efficacy, Safety, Tolerability and Pharmacokinetics of KAE609 in Adult Patients With Acute, Uncomplicated Plasmodium Falciparum or Vivax Malaria Mono-infection",Completed,January 2012,June 2012,Actual,Actual,Novartis Pharmaceuticals,Novartis Pharmaceuticals,Study Director,Novartis Pharmaceuticals,Phase 2,Interventional,27,Actual,Malaria,NA,All,20 Years,60 Years,No,Novartis Pharmaceuticals,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Parasite clearance time,NA,NA,NA,NA,NA,NA,From baseline to the time point when the blood parasite count is zero(up to a maximum of 5 days),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calculated based on parasite count in blood. In thin film, use actual WBCs/µl, of blood to calculate parasite density by using the following formula: parasites/µl= #parasites× actual WBC/#WBCs counted. In thick film, assume that there are 250 RBCs per HPF, RBC count from 8 HPF equal 2000 RBC, Use actual RBCs/µl blood to calculate parasite density by using the following formula: parasites/µl= # of parasites in 8HPF/2000)× actual RBC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
